"seed","NodeNames","Structure","ATC","Distance","Jaccard","GO","KEGG","PCA","RWR"
"DB00091","DB00993",0.22,0.3,0.277466968218069,0.105263157894737,0.207222829892259,0.258620689655172,0.560784138020209,0.0119944822312731
"DB00091","DB01060",0.39,0,0.273259596616786,0.0864197530864197,0.152134087520037,0.46875,0.567525470302784,0.0116982144732187
"DB00091","DB00199",0.3,0.1,0.270662847790507,0.1375,0.211961350196644,0.280701754385965,0.544427972883218,0.0113954679567372
"DB00091","DB01076",0.3,0,0.265223836347465,0.128787878787879,0.276656033648835,0.26984126984127,0.53653814587029,0.0113370200547057
"DB00091","DB00997",0.29,0.1,0.278799916370479,0.0899470899470899,0.261139360566515,0.24390243902439,0.523528049300577,0.0111979124203807
"DB00091","DB00635",0.25,0,0.276827012025902,0.101010101010101,0.251578597540711,0.290909090909091,0.505642182275346,0.0108262897213346
"DB00091","DB00564",0.17,0,0.261072261072261,0.0775862068965517,0.217000299895037,0.421052631578947,0.518905663160527,0.0106215847989313
"DB00091","DB00328",0.26,0.09,0.269438029253272,0.129310344827586,0.290736798599443,0.169811320754717,0.512484173838842,0.0105972382736827
"DB00091","DB00625",0.25,0,0.271259418729817,0.123456790123457,0.215647337393769,0.290909090909091,0.496427198139013,0.0105027832830628
"DB00091","DB00773",0.29,0.1,0.278963046453587,0.0964912280701754,0.230490397692074,0.20353982300885,0.486291491953192,0.0104229279966416
"DB00091","DB00959",0.25,0.09,0.277992277992278,0.0625,0.24289051631362,0.282051282051282,0.5026910609228,0.0104204736430421
"DB00091","DB00338",0.21,0,0.273714699493121,0.115789473684211,0.236894917064889,0.290322580645161,0.495152891580413,0.010347800906453
"DB00091","DB00531",0.14,0.1,0.281151281151281,0.0921052631578947,0.240986851747194,0.269230769230769,0.490517390766042,0.0103378146786093
"DB00091","DB01234",0.27,0.0485714285714286,0.272828870779977,0.106666666666667,0.281381895340129,0.157142857142857,0.474003412151286,0.0100165918660535
"DB00104","DB06791",0.92,0.8,0.280612244897959,0.333333333333333,0.164655418930512,0.75,1.29961824973398,0.0346741315888825
"DB00104","DB09099",0.93,0.8,0.272277227722772,0.333333333333333,0.201234567901235,0.6,1.23909451656277,0.0337228646086585
"DB00104","DB06663",0.65,0.8,0.291390728476821,0.363636363636364,0.204918032786885,0.6,1.19661795047424,0.0330542993545498
"DB00104","DB15494",0.95,0,0.291390728476821,0.363636363636364,0.204918032786885,0.6,0.989817950474235,0.0267983940779592
"DB00104","DB08869",0.58,0.4,0.2,0,0.0045045045045045,0.5,0.60870018018018,0.0175129919848039
"DB00104","DB13074",0.68,0,0.241758241758242,0,0.0146842878120411,0.75,0.648304021558471,0.0166418134738522
"DB00104","DB01284",0.71,0.4,0.261904761904762,0,0.0305100182149362,0.285714285714286,0.55109935467083,0.0138408296877211
"DB00104","DB00666",0.71,0.6,0.207547169811321,0,0,0.2,0.542080754716981,0.0130817818953495
"DB00104","DB14642",0.62,0.4,0.244444444444444,0,0.0126984126984127,0.285714285714286,0.514165079365079,0.0129123263649894
"DB00104","DB01282",0.54,0.4,0.25,0,0.0132743362831858,0.333333333333333,0.522819587020649,0.0127425811820123
"DB00104","DB06785",0.64,0.6,0.215686274509804,0,0,0.2,0.526856470588235,0.0127248142889535
"DB00104","DB01253",0.51,0,0.235714285714286,0,0.0523052305230523,0.5,0.489265645421685,0.0125547370202542
"DB00104","DB02638",0.62,0.4,0.239130434782609,0,0.0130718954248366,0.285714285714286,0.51318399870093,0.0122865418688279
"DB00106","DB08899",0.37,0.6,0.307692307692308,0,0.00166666666666667,0.5,0.650262512820513,0.0637953239369982
"DB00106","DB05812",0.3,0.8,0.243243243243243,0,0.00128700128700129,0.25,0.548853796653797,0.0534620796109585
"DB00115","DB00200",0.89,0.333333333333333,0.261224489795918,0.6,0.534371620160069,0.111111111111111,1.16555556985849,0.0623269001484299
"DB00115","DB03614",0.89,0.6,0.32,0.125,0.101190476190476,0.3,0.809104761904762,0.0418241790375951
"DB00115","DB00158",0.45,0.411904761904762,0.268531468531469,0.137931034482759,0.135455680399501,0.272727272727273,0.63831609056921,0.0332333723819776
"DB00115","DB00705",0.48,0,0.27972027972028,0.0833333333333333,0.165469348659004,0.272727272727273,0.487929966374622,0.0272411612620199
"DB00115","DB01137",0.64,0,0.27027027027027,0.0833333333333333,0.154642313546423,0.2,0.477580190875807,0.023721184607298
"DB00115","DB06228",0.41,0.2,0.263736263736264,0.1,0.207427536231884,0.1,0.477356143494187,0.0235519381499331
"DB00130","DB06775",0.36,0.8,0.266666666666667,0,0.0498019241652518,0.166666666666667,0.552311080928127,0.230769230761184
"DB00134","DB06775",0.23,0,0.263157894736842,0.0909090909090909,0.477777777777778,0.5,0.747440808080808,0.230769230761184
"DB00136","DB00146",0.87,0.4,0.290909090909091,0.166666666666667,0.298501872659176,0.166666666666667,0.801442628532517,0.0276113023770679
"DB00136","DB00169",0.85,0.25,0.292035398230089,0.111111111111111,0.156812085654565,0.25,0.668112934506902,0.025377072079951
"DB00136","DB02300",0.91,0.4,0.324324324324324,0.0588235294117647,0.112595419847328,0.142857142857143,0.622431099579918,0.02109419693965
"DB00136","DB00153",0.84,0.4,0.256410256410256,0.0444444444444444,0.171705690687277,0.0303030303030303,0.554473038228473,0.0207344048941648
"DB00136","DB01436",0.97,0.266666666666667,0.32,0.0526315789473684,0.100095982448924,0.166666666666667,0.591054328086774,0.0203377529340504
"DB00136","DB01070",0.69,0.4,0.324324324324324,0.0588235294117647,0.112595419847328,0.142857142857143,0.568751099579918,0.0196968105862573
"DB00136","DB09070",0.39,0,0.31858407079646,0.0526315789473684,0.197519841269841,0.333333333333333,0.508941501892637,0.0190992785558689
"DB00136","DB06718",0.24,0.1,0.31858407079646,0.0526315789473684,0.197519841269841,0.333333333333333,0.507341501892637,0.0189339324762227
"DB00136","DB09081",0.25,0,0.3,0.105263157894737,0.264526452645265,0.333333333333333,0.545269235344587,0.0188189421287692
"DB00136","DB06410",0.96,0,0.324324324324324,0.0588235294117647,0.112595419847328,0.142857142857143,0.494631099579919,0.0168676047614804
"DB00136","DB00378",0.43,0,0.305084745762712,0.0526315789473684,0.211864406779661,0.25,0.478010454950937,0.0166802722446616
"DB00142","DB13146",0.35,0,0.277869121999342,0.116279069767442,0.292211625794732,0.382978723404255,0.616377041659129,0.0377292907649004
"DB00142","DB01174",0.07,0,0.258218293772967,0.103448275862069,0.313448298434248,0.333333333333333,0.520866934337073,0.0322790051842437
"DB00142","DB00418",0.08,0,0.264354066985646,0.0869565217391304,0.256168473990256,0.36734693877551,0.497862997263346,0.0314413247650762
"DB00142","DB00659",0.09,0,0.288760550866282,0.0952380952380952,0.257145750571113,0.347826086956522,0.500836541317912,0.031218363104305
"DB00142","DB00312",0.08,0,0.266000982157473,0.0776699029126214,0.252925746569814,0.354166666666667,0.483000046494729,0.0305524689048015
"DB00142","DB01043",0.12,0,0.262292631893588,0.0648148148148148,0.235001668335002,0.361702127659574,0.476903448743672,0.0299620708868768
"DB00142","DB00145",0.24,0,0.258582584352438,0.0545454545454545,0.240330865952939,0.315789473684211,0.476515068406644,0.0289484766113503
"DB00143","DB01008",0.07,0,0.27174333204484,0.0909090909090909,0.230953268068857,0.5,0.558018200394686,0.108663386009667
"DB00143","DB01609",0.15,0.6,0.276578073089701,0.02,0.136310951239009,0.208333333333333,0.522637586435835,0.101791908475573
"DB00145","DB00949",0.05,0,0.2697925,0.3055556,0.4082181,0.6052632,0.8568818,0.0170394635688192
"DB00145","DB00874",0.04,0,0.2717292,0.2857143,0.4457012,0.5789474,0.8507649,0.0167938651367936
"DB00145","DB00193",0.02,0,0.254457463066735,0.174603174603175,0.236462963647035,0.605263157894737,0.657034392282684,0.0130551374158623
