"DrugBankID","ENTREZID","Symbol"
"DB00783",91807,"MYLK3"
"DB00783",4651,"MYO10"
"DB00783",399687,"MYO18A"
"DB00783",4430,"MYO1B"
"DB00783",4643,"MYO1E"
"DB00783",4644,"MYO5A"
"DB00783",55930,"MYO5C"
"DB00783",4648,"MYO7B"
"DB00783",4654,"MYOD1"
"DB00783",26509,"MYOF"
"DB00783",4656,"MYOG"
"DB00783",8736,"MYOM1"
"DB00783",127294,"MYOM3"
"DB00783",9499,"MYOT"
"DB00783",58529,"MYOZ1"
"DB00783",25924,"MYRIP"
"DB00783",4661,"MYT1"
"DB00783",23040,"MYT1L"
"DB00783",7593,"MZF1"
"DB00783",23138,"N4BP3"
"DB00783",80155,"NAA15"
"DB00783",80018,"NAA25"
"DB00783",84316,"NAA38"
"DB00783",80218,"NAA50"
"DB00783",27163,"NAAA"
"DB00783",4664,"NAB1"
"DB00783",4665,"NAB2"
"DB00783",64859,"NABP1"
"DB00783",23148,"NACAD"
"DB00783",112939,"NACC1"
"DB00783",133686,"NADK2"
"DB00783",92345,"NAF1"
"DB00783",51172,"NAGPA"
"DB00783",4671,"NAIP"
"DB00783",259232,"NALCN"
"DB00783",10135,"NAMPT"
"DB00783",79923,"NANOG"
"DB00783",340719,"NANOS1"
"DB00783",140838,"NANP"
"DB00783",4676,"NAP1L4"
"DB00783",93100,"NAPRT"
"DB00783",9476,"NAPSA"
"DB00783",26502,"NARF"
"DB00783",4677,"NARS1"
"DB00783",9,"NAT1"
"DB00783",55226,"NAT10"
"DB00783",57106,"NAT14"
"DB00783",10,"NAT2"
"DB00783",9027,"NAT8"
"DB00783",256302,"NATD1"
"DB00783",89796,"NAV1"
"DB00783",89797,"NAV2"
"DB00783",89795,"NAV3"
"DB00783",26960,"NBEA"
"DB00783",55672,"NBPF1"
"DB00783",100132406,"NBPF10"
"DB00783",84224,"NBPF3"
"DB00783",4077,"NBR1"
"DB00783",83988,"NCALD"
"DB00783",4685,"NCAM2"
"DB00783",9918,"NCAPD2"
"DB00783",64151,"NCAPG"
"DB00783",54892,"NCAPG2"
"DB00783",23397,"NCAPH"
"DB00783",342897,"NCCRP1"
"DB00783",23154,"NCDN"
"DB00783",653361,"NCF1"
"DB00783",4688,"NCF2"
"DB00783",8440,"NCK2"
"DB00783",4691,"NCL"
"DB00783",56926,"NCLN"
"DB00783",8648,"NCOA1"
"DB00783",10499,"NCOA2"
"DB00783",8202,"NCOA3"
"DB00783",8031,"NCOA4"
"DB00783",23054,"NCOA6"
"DB00783",135112,"NCOA7"
"DB00783",9611,"NCOR1"
"DB00783",9612,"NCOR2"
"DB00783",9436,"NCR2"
"DB00783",374383,"NCR3LG1"
"DB00783",23413,"NCS1"
"DB00783",10403,"NDC80"
"DB00783",54820,"NDE1"
"DB00783",4693,"NDP"
"DB00783",10397,"NDRG1"
"DB00783",65009,"NDRG4"
"DB00783",3340,"NDST1"
"DB00783",51079,"NDUFA13"
"DB00783",4695,"NDUFA2"
"DB00783",4696,"NDUFA3"
"DB00783",4697,"NDUFA4"
"DB00783",56901,"NDUFA4L2"
"DB00783",29078,"NDUFAF4"
"DB00783",54539,"NDUFB11"
"DB00783",4708,"NDUFB2"
"DB00783",4710,"NDUFB4"
"DB00783",4711,"NDUFB5"
"DB00783",4712,"NDUFB6"
"DB00783",4722,"NDUFS3"
"DB00783",4723,"NDUFV1"
"DB00783",4703,"NEB"
"DB00783",10529,"NEBL"
"DB00783",5818,"NECTIN1"
"DB00783",5819,"NECTIN2"
"DB00783",25945,"NECTIN3"
"DB00783",81607,"NECTIN4"
"DB00783",4734,"NEDD4"
"DB00783",23327,"NEDD4L"
"DB00783",4739,"NEDD9"
"DB00783",4744,"NEFH"
"DB00783",257194,"NEGR1"
"DB00783",252969,"NEIL2"
"DB00783",55247,"NEIL3"
"DB00783",79858,"NEK11"
"DB00783",4751,"NEK2"
"DB00783",6787,"NEK4"
"DB00783",10783,"NEK6"
"DB00783",25920,"NELFB"
"DB00783",4753,"NELL2"
"DB00783",9147,"NEMF"
"DB00783",23306,"NEMP1"
"DB00783",29937,"NENF"
"DB00783",4756,"NEO1"
"DB00783",10763,"NES"
"DB00783",10276,"NET1"
"DB00783",81832,"NETO1"
"DB00783",81831,"NETO2"
"DB00783",10825,"NEU3"
"DB00783",9148,"NEURL1"
"DB00783",140825,"NEURL2"
"DB00783",91624,"NEXN"
"DB00783",4763,"NF1"
"DB00783",23114,"NFASC"
"DB00783",10725,"NFAT5"
"DB00783",4773,"NFATC2"
"DB00783",84901,"NFATC2IP"
"DB00783",4776,"NFATC4"
"DB00783",4778,"NFE2"
"DB00783",4779,"NFE2L1"
"DB00783",4780,"NFE2L2"
"DB00783",9603,"NFE2L3"
"DB00783",4774,"NFIA"
"DB00783",4781,"NFIB"
"DB00783",4782,"NFIC"
"DB00783",4783,"NFIL3"
"DB00783",4784,"NFIX"
"DB00783",4790,"NFKB1"
"DB00783",4791,"NFKB2"
"DB00783",4792,"NFKBIA"
"DB00783",4793,"NFKBIB"
"DB00783",4794,"NFKBIE"
"DB00783",64332,"NFKBIZ"
"DB00783",152518,"NFXL1"
"DB00783",4803,"NGF"
"DB00783",4804,"NGFR"
"DB00783",55768,"NGLY1"
"DB00783",4810,"NHS"
"DB00783",116496,"NIBAN1"
"DB00783",4811,"NID1"
"DB00783",84365,"NIFK"
"DB00783",167359,"NIM1K"
"DB00783",4814,"NINJ1"
"DB00783",22981,"NINL"
"DB00783",51388,"NIP7"
"DB00783",4817,"NIT1"
"DB00783",85407,"NKD1"
"DB00783",85409,"NKD2"
"DB00783",55922,"NKRF"
"DB00783",4824,"NKX3-1"
"DB00783",579,"NKX3-2"
"DB00783",54475,"NLE1"
"DB00783",57555,"NLGN2"
"DB00783",57486,"NLN"
"DB00783",58484,"NLRC4"
"DB00783",84166,"NLRC5"
"DB00783",22861,"NLRP1"
"DB00783",114548,"NLRP3"
"DB00783",126206,"NLRP5"
"DB00783",79671,"NLRX1"
"DB00783",4830,"NME1"
"DB00783",4832,"NME3"
"DB00783",4833,"NME4"
"DB00783",29922,"NME7"
"DB00783",9111,"NMI"
"DB00783",64802,"NMNAT1"
"DB00783",54981,"NMRK1"
"DB00783",4836,"NMT1"
"DB00783",10874,"NMU"
"DB00783",4837,"NNMT"
"DB00783",23530,"NNT"
"DB00783",26155,"NOC2L"
"DB00783",64318,"NOC3L"
"DB00783",25819,"NOCT"
"DB00783",9241,"NOG"
"DB00783",79954,"NOL10"
"DB00783",8996,"NOL3"
"DB00783",140688,"NOL4L"
"DB00783",65083,"NOL6"
"DB00783",79707,"NOL9"
"DB00783",9221,"NOLC1"
"DB00783",64434,"NOM1"
"DB00783",23420,"NOMO1"
"DB00783",283820,"NOMO2"
"DB00783",408050,"NOMO3"
"DB00783",8602,"NOP14"
"DB00783",51491,"NOP16"
"DB00783",4839,"NOP2"
"DB00783",29997,"NOP53"
"DB00783",10528,"NOP56"
"DB00783",51602,"NOP58"
"DB00783",161424,"NOP9"
"DB00783",9722,"NOS1AP"
"DB00783",4843,"NOS2"
"DB00783",4846,"NOS3"
"DB00783",115677,"NOSTRIN"
"DB00783",4851,"NOTCH1"
"DB00783",4853,"NOTCH2"
"DB00783",4854,"NOTCH3"
"DB00783",4855,"NOTCH4"
"DB00783",4857,"NOVA1"
"DB00783",4858,"NOVA2"
"DB00783",50507,"NOX4"
"DB00783",79400,"NOX5"
"DB00783",10811,"NOXA1"
"DB00783",64067,"NPAS3"
"DB00783",56654,"NPDC1"
"DB00783",4867,"NPHP1"
"DB00783",27031,"NPHP3"
"DB00783",4869,"NPM1"
"DB00783",10361,"NPM2"
"DB00783",255743,"NPNT"
"DB00783",4878,"NPPA"
"DB00783",4880,"NPPC"
"DB00783",4881,"NPR1"
"DB00783",4882,"NPR2"
"DB00783",4883,"NPR3"
"DB00783",4884,"NPTX1"
"DB00783",4885,"NPTX2"
"DB00783",23467,"NPTXR"
"DB00783",283869,"NPW"
"DB00783",4886,"NPY1R"
"DB00783",4889,"NPY5R"
"DB00783",1728,"NQO1"
"DB00783",4835,"NQO2"
"DB00783",190,"NR0B1"
"DB00783",8431,"NR0B2"
"DB00783",7376,"NR1H2"
"DB00783",10062,"NR1H3"
"DB00783",9971,"NR1H4"
"DB00783",8856,"NR1I2"
"DB00783",9970,"NR1I3"
"DB00783",7025,"NR2F1"
"DB00783",7026,"NR2F2"
"DB00783",2063,"NR2F6"
"DB00783",2908,"NR3C1"
"DB00783",4306,"NR3C2"
"DB00783",3164,"NR4A1"
"DB00783",4929,"NR4A2"
"DB00783",8013,"NR4A3"
"DB00783",2516,"NR5A1"
"DB00783",2494,"NR5A2"
"DB00783",2649,"NR6A1"
"DB00783",441478,"NRARP"
"DB00783",4893,"NRAS"
"DB00783",29982,"NRBF2"
"DB00783",9315,"NREP"
"DB00783",4899,"NRF1"
"DB00783",3084,"NRG1"
"DB00783",9542,"NRG2"
"DB00783",8204,"NRIP1"
"DB00783",56675,"NRIP3"
"DB00783",8829,"NRP1"
"DB00783",8828,"NRP2"
"DB00783",4902,"NRTN"
"DB00783",9369,"NRXN3"
"DB00783",64324,"NSD1"
"DB00783",7468,"NSD2"
"DB00783",27065,"NSG1"
"DB00783",286053,"NSMCE2"
"DB00783",26012,"NSMF"
"DB00783",54888,"NSUN2"
"DB00783",55695,"NSUN5"
"DB00783",22978,"NT5C2"
"DB00783",64943,"NT5DC2"
"DB00783",51559,"NT5DC3"
"DB00783",4907,"NT5E"
"DB00783",50863,"NTM"
"DB00783",59277,"NTN4"
"DB00783",22854,"NTNG1"
"DB00783",84284,"NTPCR"
"DB00783",4916,"NTRK3"
"DB00783",4922,"NTS"
"DB00783",9891,"NUAK1"
"DB00783",4924,"NUCB1"
"DB00783",84955,"NUDCD1"
"DB00783",4521,"NUDT1"
"DB00783",55190,"NUDT11"
"DB00783",390916,"NUDT19"
"DB00783",318,"NUDT2"
"DB00783",11162,"NUDT6"
"DB00783",283927,"NUDT7"
"DB00783",83540,"NUF2"
"DB00783",26747,"NUFIP1"
"DB00783",4926,"NUMA1"
"DB00783",57122,"NUP107"
"DB00783",55746,"NUP133"
"DB00783",9972,"NUP153"
"DB00783",9631,"NUP155"
"DB00783",23511,"NUP188"
"DB00783",23225,"NUP210"
"DB00783",129401,"NUP35"
"DB00783",348995,"NUP43"
"DB00783",9818,"NUP58"
"DB00783",26471,"NUPR1"
"DB00783",116150,"NUS1"
"DB00783",51203,"NUSAP1"
"DB00783",4931,"NVL"
"DB00783",11248,"NXPH3"
"DB00783",29107,"NXT1"
"DB00783",57523,"NYNRIN"
"DB00783",221443,"OARD1"
"DB00783",4938,"OAS1"
"DB00783",4939,"OAS2"
"DB00783",4940,"OAS3"
"DB00783",8638,"OASL"
"DB00783",4947,"OAZ2"
"DB00783",23363,"OBSL1"
"DB00783",132299,"OCIAD2"
"DB00783",100506658,"OCLN"
"DB00783",93233,"ODAD1"
"DB00783",115948,"ODAD3"
"DB00783",152816,"ODAPH"
"DB00783",4953,"ODC1"
"DB00783",57489,"ODF2L"
"DB00783",10724,"OGA"
"DB00783",55239,"OGFOD1"
"DB00783",11054,"OGFR"
"DB00783",4968,"OGG1"
"DB00783",4969,"OGN"
"DB00783",11339,"OIP5"
"DB00783",10439,"OLFM1"
"DB00783",93145,"OLFM2"
"DB00783",10562,"OLFM4"
"DB00783",169611,"OLFML2A"
"DB00783",56944,"OLFML3"
"DB00783",4973,"OLR1"
"DB00783",9480,"ONECUT2"
"DB00783",80207,"OPA3"
"DB00783",4985,"OPRD1"
"DB00783",4986,"OPRK1"
"DB00783",4987,"OPRL1"
"DB00783",26254,"OPTC"
"DB00783",10133,"OPTN"
"DB00783",84876,"ORAI1"
"DB00783",80228,"ORAI2"
"DB00783",93129,"ORAI3"
"DB00783",4998,"ORC1"
"DB00783",5001,"ORC5"
"DB00783",5004,"ORM1"
"DB00783",23762,"OSBP2"
"DB00783",114885,"OSBPL11"
"DB00783",114879,"OSBPL5"
"DB00783",114880,"OSBPL6"
"DB00783",126014,"OSCAR"
"DB00783",29948,"OSGIN1"
"DB00783",9180,"OSMR"
"DB00783",130497,"OSR1"
"DB00783",116039,"OSR2"
"DB00783",5009,"OTC"
"DB00783",9381,"OTOF"
"DB00783",92736,"OTOP2"
"DB00783",78990,"OTUB2"
"DB00783",54726,"OTUD4"
"DB00783",51633,"OTUD6B"
"DB00783",56957,"OTUD7B"
"DB00783",5016,"OVGP1"
"DB00783",5017,"OVOL1"
"DB00783",58495,"OVOL2"
"DB00783",5021,"OXTR"
"DB00783",5025,"P2RX4"
"DB00783",5026,"P2RX5"
"DB00783",9127,"P2RX6"
"DB00783",5028,"P2RY1"
"DB00783",5032,"P2RY11"
"DB00783",5029,"P2RY2"
"DB00783",5031,"P2RY6"
"DB00783",64175,"P3H1"
"DB00783",55214,"P3H2"
"DB00783",10536,"P3H3"
"DB00783",8974,"P4HA2"
"DB00783",283208,"P4HA3"
"DB00783",5034,"P4HB"
"DB00783",54681,"P4HTM"
"DB00783",5036,"PA2G4"
"DB00783",8106,"PABPN1"
"DB00783",55248,"PACC1"
"DB00783",55690,"PACS1"
"DB00783",29993,"PACSIN1"
"DB00783",29943,"PADI1"
"DB00783",11240,"PADI2"
"DB00783",51702,"PADI3"
"DB00783",23569,"PADI4"
"DB00783",5047,"PAEP"
"DB00783",5048,"PAFAH1B1"
"DB00783",55824,"PAG1"
"DB00783",5053,"PAH"
"DB00783",10606,"PAICS"
"DB00783",51247,"PAIP2"
"DB00783",5058,"PAK1"
"DB00783",55003,"PAK1IP1"
"DB00783",5063,"PAK3"
"DB00783",56924,"PAK6"
"DB00783",27143,"PALD1"
"DB00783",23022,"PALLD"
"DB00783",5064,"PALM"
"DB00783",342979,"PALM3"
"DB00783",54873,"PALMD"
"DB00783",51678,"PALS2"
"DB00783",5066,"PAM"
"DB00783",9924,"PAN2"
"DB00783",53354,"PANK1"
"DB00783",10914,"PAPOLA"
"DB00783",5069,"PAPPA"
"DB00783",9061,"PAPSS1"
"DB00783",9060,"PAPSS2"
"DB00783",152559,"PAQR3"
"DB00783",124222,"PAQR4"
"DB00783",117583,"PARD3B"
"DB00783",50855,"PARD6A"
"DB00783",142,"PARP1"
"DB00783",84875,"PARP10"
"DB00783",64761,"PARP12"
"DB00783",54625,"PARP14"
"DB00783",54956,"PARP16"
"DB00783",10039,"PARP3"
"DB00783",143,"PARP4"
"DB00783",79668,"PARP8"
"DB00783",83666,"PARP9"
"DB00783",55742,"PARVA"
"DB00783",5074,"PAWR"
"DB00783",5079,"PAX5"
"DB00783",5081,"PAX7"
"DB00783",5083,"PAX9"
"DB00783",22976,"PAXIP1"
"DB00783",55872,"PBK"
"DB00783",64081,"PBLD"
"DB00783",5087,"PBX1"
"DB00783",5090,"PBX3"
"DB00783",57326,"PBXIP1"
"DB00783",5091,"PC"
"DB00783",5092,"PCBD1"
"DB00783",54039,"PCBP3"
"DB00783",5096,"PCCB"
"DB00783",5097,"PCDH1"
"DB00783",57575,"PCDH10"
"DB00783",54510,"PCDH18"
"DB00783",57526,"PCDH19"
"DB00783",5099,"PCDH7"
"DB00783",5100,"PCDH8"
"DB00783",5101,"PCDH9"
"DB00783",56138,"PCDHA11"
"DB00783",56125,"PCDHB11"
"DB00783",56122,"PCDHB14"
"DB00783",56131,"PCDHB4"
"DB00783",26167,"PCDHB5"
"DB00783",56103,"PCDHGB2"
"DB00783",5098,"PCDHGC3"
"DB00783",56097,"PCDHGC5"
"DB00783",91523,"PCED1B"
"DB00783",5105,"PCK1"
"DB00783",5106,"PCK2"
"DB00783",9768,"PCLAF"
"DB00783",115294,"PCMTD1"
"DB00783",55251,"PCMTD2"
"DB00783",5111,"PCNA"
"DB00783",5118,"PCOLCE"
"DB00783",126006,"PCP2"
"DB00783",5121,"PCP4"
"DB00783",654790,"PCP4L1"
"DB00783",5122,"PCSK1"
"DB00783",54760,"PCSK4"
"DB00783",5125,"PCSK5"
"DB00783",5046,"PCSK6"
"DB00783",255738,"PCSK9"
"DB00783",5130,"PCYT1A"
"DB00783",22984,"PDCD11"
"DB00783",80380,"PDCD1LG2"
"DB00783",84306,"PDCD2L"
"DB00783",27250,"PDCD4"
"DB00783",201626,"PDE12"
"DB00783",5136,"PDE1A"
"DB00783",5140,"PDE3B"
"DB00783",5141,"PDE4A"
"DB00783",5142,"PDE4B"
"DB00783",5143,"PDE4C"
"DB00783",8654,"PDE5A"
"DB00783",5145,"PDE6A"
"DB00783",5147,"PDE6D"
"DB00783",27115,"PDE7B"
"DB00783",5152,"PDE9A"
"DB00783",5154,"PDGFA"
"DB00783",5155,"PDGFB"
"DB00783",56034,"PDGFC"
"DB00783",5159,"PDGFRB"
"DB00783",5157,"PDGFRL"
"DB00783",9601,"PDIA4"
"DB00783",10954,"PDIA5"
"DB00783",5163,"PDK1"
"DB00783",5164,"PDK2"
"DB00783",5165,"PDK3"
"DB00783",5166,"PDK4"
"DB00783",9124,"PDLIM1"
"DB00783",64236,"PDLIM2"
"DB00783",27295,"PDLIM3"
"DB00783",8572,"PDLIM4"
"DB00783",10611,"PDLIM5"
"DB00783",9260,"PDLIM7"
"DB00783",5170,"PDPK1"
"DB00783",10630,"PDPN"
"DB00783",23047,"PDS5B"
"DB00783",23590,"PDSS1"
"DB00783",8566,"PDXK"
"DB00783",57026,"PDXP"
"DB00783",23037,"PDZD2"
"DB00783",57595,"PDZD4"
"DB00783",118987,"PDZD8"
"DB00783",5174,"PDZK1"
"DB00783",8682,"PEA15"
"DB00783",387521,"PEDS1"
"DB00783",23089,"PEG10"
"DB00783",57162,"PELI1"
"DB00783",246330,"PELI3"
"DB00783",53918,"PELO"
"DB00783",27043,"PELP1"
"DB00783",10400,"PEMT"
"DB00783",8864,"PER2"
"DB00783",23481,"PES1"
"DB00783",8800,"PEX11A"
"DB00783",5828,"PEX2"
"DB00783",5830,"PEX5"
"DB00783",5198,"PFAS"
"DB00783",5204,"PFDN5"
"DB00783",5207,"PFKFB1"
"DB00783",5208,"PFKFB2"
"DB00783",5209,"PFKFB3"
"DB00783",5210,"PFKFB4"
"DB00783",5214,"PFKP"
"DB00783",5224,"PGAM2"
"DB00783",441531,"PGAM4"
"DB00783",192111,"PGAM5"
"DB00783",80055,"PGAP1"
"DB00783",84302,"PGAP4"
"DB00783",84547,"PGBD1"
"DB00783",79605,"PGBD5"
"DB00783",5228,"PGF"
"DB00783",80162,"PGGHG"
"DB00783",55276,"PGM2"
"DB00783",283209,"PGM2L1"
"DB00783",5238,"PGM3"
"DB00783",5239,"PGM5"
"DB00783",5241,"PGR"
"DB00783",10424,"PGRMC2"
"DB00783",221692,"PHACTR1"
"DB00783",116154,"PHACTR3"
"DB00783",5245,"PHB"
"DB00783",11331,"PHB2"
"DB00783",80012,"PHC3"
"DB00783",150368,"PHETA2"
"DB00783",57649,"PHF12"
"DB00783",26147,"PHF19"
"DB00783",51105,"PHF20L1"
"DB00783",51317,"PHF21A"
"DB00783",26227,"PHGDH"
"DB00783",5255,"PHKA1"
"DB00783",22822,"PHLDA1"
"DB00783",7262,"PHLDA2"
"DB00783",23187,"PHLDB1"
"DB00783",23239,"PHLPP1"
"DB00783",23035,"PHLPP2"
"DB00783",5266,"PI3"
"DB00783",8554,"PIAS1"
"DB00783",8301,"PICALM"
"DB00783",55022,"PID1"
"DB00783",55367,"PIDD1"
"DB00783",9780,"PIEZO1"
"DB00783",63895,"PIEZO2"
"DB00783",80119,"PIF1"
"DB00783",5277,"PIGA"
"DB00783",5279,"PIGC"
"DB00783",55650,"PIGV"
"DB00783",284098,"PIGW"
"DB00783",5286,"PIK3C2A"
"DB00783",5287,"PIK3C2B"
"DB00783",5290,"PIK3CA"
"DB00783",5293,"PIK3CD"
"DB00783",113791,"PIK3IP1"
"DB00783",5296,"PIK3R2"
"DB00783",8503,"PIK3R3"
"DB00783",5292,"PIM1"
"DB00783",415116,"PIM3"
"DB00783",54478,"PIMREG"
"DB00783",65018,"PINK1"
"DB00783",54984,"PINX1"
"DB00783",8394,"PIP5K1A"
"DB00783",8395,"PIP5K1B"
"DB00783",51268,"PIPOX"
"DB00783",8544,"PIR"
"DB00783",23761,"PISD"
"DB00783",23760,"PITPNB"
"DB00783",26207,"PITPNC1"
"DB00783",57605,"PITPNM2"
"DB00783",5307,"PITX1"
"DB00783",5308,"PITX2"
"DB00783",55124,"PIWIL2"
"DB00783",5310,"PKD1"
"DB00783",9033,"PKD2L1"
"DB00783",5569,"PKIA"
"DB00783",5570,"PKIB"
"DB00783",11142,"PKIG"
"DB00783",5313,"PKLR"
"DB00783",5315,"PKM"
"DB00783",5318,"PKP2"
"DB00783",8399,"PLA2G10"
"DB00783",81579,"PLA2G12A"
"DB00783",5320,"PLA2G2A"
"DB00783",50487,"PLA2G3"
"DB00783",5321,"PLA2G4A"
"DB00783",8605,"PLA2G4C"
"DB00783",283748,"PLA2G4D"
"DB00783",8398,"PLA2G6"
"DB00783",7941,"PLA2G7"
"DB00783",22925,"PLA2R1"
"DB00783",9373,"PLAA"
"DB00783",11145,"PLAAT3"
"DB00783",10761,"PLAC1"
"DB00783",5326,"PLAGL2"
"DB00783",5327,"PLAT"
"DB00783",5328,"PLAU"
"DB00783",5329,"PLAUR"
"DB00783",151056,"PLB1"
"DB00783",23236,"PLCB1"
"DB00783",5330,"PLCB2"
"DB00783",5332,"PLCB4"
"DB00783",5333,"PLCD1"
"DB00783",113026,"PLCD3"
"DB00783",51196,"PLCE1"
"DB00783",5337,"PLD1"
"DB00783",200150,"PLD5"
"DB00783",201164,"PLD6"
"DB00783",5339,"PLEC"
"DB00783",26499,"PLEK2"
"DB00783",59339,"PLEKHA2"
"DB00783",57664,"PLEKHA4"
"DB00783",22874,"PLEKHA6"
"DB00783",144100,"PLEKHA7"
"DB00783",58473,"PLEKHB1"
"DB00783",79156,"PLEKHF1"
"DB00783",79666,"PLEKHF2"
"DB00783",64857,"PLEKHG2"
"DB00783",26030,"PLEKHG3"
"DB00783",57449,"PLEKHG5"
"DB00783",55200,"PLEKHG6"
"DB00783",57475,"PLEKHH1"
"DB00783",130271,"PLEKHH2"
"DB00783",79990,"PLEKHH3"
"DB00783",389072,"PLEKHM3"
"DB00783",84069,"PLEKHN1"
"DB00783",51177,"PLEKHO1"
"DB00783",79949,"PLEKHS1"
"DB00783",5340,"PLG"
"DB00783",55848,"PLGRKT"
"DB00783",123,"PLIN2"
"DB00783",729359,"PLIN4"
"DB00783",5347,"PLK1"
"DB00783",10769,"PLK2"
"DB00783",1263,"PLK3"
"DB00783",10733,"PLK4"
"DB00783",51090,"PLLP"
"DB00783",5351,"PLOD1"
"DB00783",5352,"PLOD2"
"DB00783",8612,"PLPP2"
"DB00783",8613,"PLPP3"
"DB00783",5357,"PLS1"
"DB00783",5358,"PLS3"
"DB00783",5359,"PLSCR1"
"DB00783",57088,"PLSCR4"
"DB00783",84898,"PLXDC2"
"DB00783",5361,"PLXNA1"
"DB00783",5362,"PLXNA2"
"DB00783",23654,"PLXNB2"
"DB00783",23129,"PLXND1"
"DB00783",5366,"PMAIP1"
"DB00783",56937,"PMEPA1"
"DB00783",5372,"PMM1"
"DB00783",5373,"PMM2"
"DB00783",5376,"PMP22"
"DB00783",5395,"PMS2"
"DB00783",25957,"PNISR"
"DB00783",25953,"PNKD"
"DB00783",10687,"PNMA2"
"DB00783",55228,"PNMA8A"
"DB00783",56902,"PNO1"
"DB00783",4860,"PNP"
"DB00783",57104,"PNPLA2"
"DB00783",80339,"PNPLA3"
"DB00783",50640,"PNPLA8"
"DB00783",87178,"PNPT1"
"DB00783",10957,"PNRC1"
"DB00783",55629,"PNRC2"
"DB00783",134359,"POC5"
"DB00783",5420,"PODXL"
"DB00783",79983,"POF1B"
"DB00783",56983,"POGLUT1"
"DB00783",5422,"POLA1"
"DB00783",5425,"POLD2"
"DB00783",57804,"POLD4"
"DB00783",5427,"POLE2"
"DB00783",27343,"POLL"
"DB00783",27434,"POLM"
"DB00783",25885,"POLR1A"
"DB00783",84172,"POLR1B"
"DB00783",9533,"POLR1C"
"DB00783",221830,"POLR1F"
"DB00783",10849,"POLR1G"
"DB00783",5430,"POLR2A"
"DB00783",5431,"POLR2B"
"DB00783",5439,"POLR2J"
"DB00783",11128,"POLR3A"
"DB00783",10621,"POLR3F"
"DB00783",10622,"POLR3G"
"DB00783",171568,"POLR3H"
"DB00783",5442,"POLRMT"
"DB00783",9883,"POM121"
"DB00783",100101267,"POM121C"
"DB00783",29797,"POM121L8P"
"DB00783",55624,"POMGNT1"
"DB00783",84197,"POMK"
"DB00783",5444,"PON1"
"DB00783",10940,"POP1"
"DB00783",64840,"PORCN"
"DB00783",10631,"POSTN"
"DB00783",445582,"POTEE"
"DB00783",5452,"POU2F2"
"DB00783",25833,"POU2F3"
"DB00783",5453,"POU3F1"
"DB00783",5460,"POU5F1"
"DB00783",27068,"PPA2"
"DB00783",56342,"PPAN"
"DB00783",5465,"PPARA"
"DB00783",5468,"PPARG"
"DB00783",10891,"PPARGC1A"
"DB00783",133522,"PPARGC1B"
"DB00783",5471,"PPAT"
"DB00783",79144,"PPDPF"
"DB00783",8500,"PPFIA1"
"DB00783",8541,"PPFIA3"
"DB00783",8495,"PPFIBP2"
"DB00783",5478,"PPIA"
"DB00783",10105,"PPIF"
"DB00783",5493,"PPL"
"DB00783",8493,"PPM1D"
"DB00783",22843,"PPM1E"
"DB00783",9647,"PPM1F"
"DB00783",57460,"PPM1H"
"DB00783",333926,"PPM1J"
"DB00783",152926,"PPM1K"
"DB00783",5498,"PPOX"
"DB00783",4659,"PPP1R12A"
"DB00783",10848,"PPP1R13L"
"DB00783",94274,"PPP1R14A"
"DB00783",81706,"PPP1R14C"
"DB00783",23645,"PPP1R15A"
"DB00783",26051,"PPP1R16B"
"DB00783",170954,"PPP1R18"
"DB00783",5502,"PPP1R1A"
"DB00783",84152,"PPP1R1B"
"DB00783",5504,"PPP1R2"
"DB00783",79660,"PPP1R3B"
"DB00783",5507,"PPP1R3C"
"DB00783",55607,"PPP1R9A"
"DB00783",5520,"PPP2R2A"
"DB00783",5522,"PPP2R2C"
"DB00783",5525,"PPP2R5A"
"DB00783",5530,"PPP3CA"
"DB00783",5532,"PPP3CB"
"DB00783",5534,"PPP3R1"
"DB00783",57718,"PPP4R4"
"DB00783",22870,"PPP6R1"
"DB00783",23082,"PPRC1"
"DB00783",160760,"PPTC7"
"DB00783",157285,"PRAG1"
"DB00783",23532,"PRAME"
"DB00783",5544,"PRB3"
"DB00783",9055,"PRC1"
"DB00783",639,"PRDM1"
"DB00783",56980,"PRDM10"
"DB00783",63976,"PRDM16"
"DB00783",11108,"PRDM4"
"DB00783",93166,"PRDM6"
"DB00783",56978,"PRDM8"
"DB00783",5052,"PRDX1"
"DB00783",7001,"PRDX2"
"DB00783",10549,"PRDX4"
"DB00783",57580,"PREX1"
"DB00783",144165,"PRICKLE1"
"DB00783",166336,"PRICKLE2"
"DB00783",4007,"PRICKLE3"
"DB00783",5557,"PRIM1"
"DB00783",5558,"PRIM2"
"DB00783",5562,"PRKAA1"
"DB00783",5563,"PRKAA2"
"DB00783",5567,"PRKACB"
"DB00783",5573,"PRKAR1A"
"DB00783",5576,"PRKAR2A"
"DB00783",5577,"PRKAR2B"
"DB00783",5578,"PRKCA"
"DB00783",5580,"PRKCD"
"DB00783",5581,"PRKCE"
"DB00783",5583,"PRKCH"
"DB00783",5588,"PRKCQ"
"DB00783",5587,"PRKD1"
"DB00783",5591,"PRKDC"
"DB00783",8575,"PRKRA"
"DB00783",5613,"PRKX"
"DB00783",5617,"PRL"
"DB00783",5618,"PRLR"
"DB00783",3275,"PRMT2"
"DB00783",10196,"PRMT3"
"DB00783",55170,"PRMT6"
