"DrugBankID","ENTREZID","Symbol"
"DB00987",117854,"TRIM6"
"DB00987",7442,"TRPV1"
"DB00987",51393,"TRPV2"
"DB00987",7106,"TSPAN4"
"DB00987",706,"TSPO"
"DB00987",7263,"TST"
"DB00987",57348,"TTYH1"
"DB00987",10381,"TUBB3"
"DB00987",7298,"TYMS"
"DB00987",7307,"U2AF1"
"DB00987",11065,"UBE2C"
"DB00987",5412,"UBL3"
"DB00987",7874,"USP7"
"DB00987",114990,"VASN"
"DB00987",7412,"VCAM1"
"DB00987",7421,"VDR"
"DB00987",7424,"VEGFC"
"DB00987",7716,"VEZF1"
"DB00987",9686,"VGLL4"
"DB00987",7444,"VRK2"
"DB00987",7456,"WIPF1"
"DB00987",331,"XIAP"
"DB00987",7515,"XRCC1"
"DB00987",10897,"YIF1A"
"DB00987",56829,"ZC3HAV1"
"DB00987",79776,"ZFHX4"
"DB00987",23414,"ZFPM2"
"DB00987",8427,"ZNF282"
"DB00987",163087,"ZNF383"
"DB00987",23090,"ZNF423"
"DB00987",168544,"ZNF467"
"DB00987",79986,"ZNF702P"
"DB00987",441208,"ZNRF2P1"
"DB00987",8202,"NCOA3"
"DB00987",5423,"POLB"
"DB00987",1559,"CYP2C9"
"DB00987",10919,"EHMT2"
"DB00987",116931,"MED12L"
"DB00987",861,"RUNX1"
"DB00987",55816,"DOK5"
"DB00987",1544,"CYP1A2"
"DB00987",6240,"RRM1"
"DB00987",51251,"NT5C3A"
"DB00987",2322,"FLT3"
"DB00987",978,"CDA"
"DB00987",3308,"HSPA4"
"DB00987",7490,"WT1"
"DB00987",5426,"POLE"
"DB00987",494514,"TYMSOS"
"DB00987",1576,"CYP3A4"
"DB00987",6820,"SULT2B1"
"DB00987",10320,"IKZF1"
"DB00987",2623,"GATA1"
"DB00987",1565,"CYP2D6"
"DB00987",3815,"KIT"
"DB00987",116085,"SLC22A12"
"DB00987",5422,"POLA1"
"DB00987",2950,"GSTP1"
"DB00987",29102,"DROSHA"
"DB00987",10257,"ABCC4"
"DB00987",5424,"POLD1"
"DB00987",1557,"CYP2C19"
"DB00987",64805,"P2RY12"
"DB00987",655,"BMP7"
"DB00987",1571,"CYP2E1"
"DB00987",50484,"RRM2B"
"DB00987",22978,"NT5C2"
"DB00987",2625,"GATA3"
"DB00987",8714,"ABCC3"
"DB00987",22809,"ATF5"
"DB00987",80339,"PNPLA3"
"DB00987",124,"ADH1A"
"DB00987",4846,"NOS3"
"DB00987",158358,"KIAA2026"
"DB00970",5243,"ABCB1"
"DB00970",4363,"ABCC1"
"DB00970",1244,"ABCC2"
"DB00970",9429,"ABCG2"
"DB00970",171586,"ABHD3"
"DB00970",8754,"ADAM9"
"DB00970",154,"ADRB2"
"DB00970",183,"AGT"
"DB00970",196,"AHR"
"DB00970",9131,"AIFM1"
"DB00970",207,"AKT1"
"DB00970",358,"AQP1"
"DB00970",397,"ARHGDIB"
"DB00970",468,"ATF4"
"DB00970",472,"ATM"
"DB00970",558,"AXL"
"DB00970",9531,"BAG3"
"DB00970",581,"BAX"
"DB00970",27113,"BBC3"
"DB00970",596,"BCL2"
"DB00970",597,"BCL2A1"
"DB00970",598,"BCL2L1"
"DB00970",637,"BID"
"DB00970",330,"BIRC3"
"DB00970",55108,"BSDC1"
"DB00970",708,"C1QBP"
"DB00970",835,"CASP2"
"DB00970",836,"CASP3"
"DB00970",840,"CASP7"
"DB00970",841,"CASP8"
"DB00970",842,"CASP9"
"DB00970",857,"CAV1"
"DB00970",6356,"CCL11"
"DB00970",6347,"CCL2"
"DB00970",8840,"CCN4"
"DB00970",912,"CD1D"
"DB00970",940,"CD28"
"DB00970",1026,"CDKN1A"
"DB00970",1051,"CEBPB"
"DB00970",1056,"CEL"
"DB00970",8837,"CFLAR"
"DB00970",79789,"CLMN"
"DB00970",11061,"CNMD"
"DB00970",1268,"CNR1"
"DB00970",1269,"CNR2"
"DB00970",1277,"COL1A1"
"DB00970",1382,"CRABP2"
"DB00970",1437,"CSF2"
"DB00970",3576,"CXCL8"
"DB00970",114757,"CYGB"
"DB00970",1543,"CYP1A1"
"DB00970",1544,"CYP1A2"
"DB00970",1545,"CYP1B1"
"DB00970",1576,"CYP3A4"
"DB00970",1577,"CYP3A5"
"DB00970",23564,"DDAH2"
"DB00970",10570,"DPYSL4"
"DB00970",1906,"EDN1"
"DB00970",1948,"EFNB2"
"DB00970",2012,"EMP1"
"DB00970",2014,"EMP3"
"DB00970",2152,"F3"
"DB00970",8772,"FADD"
"DB00970",2091,"FBL"
"DB00970",2204,"FCAR"
"DB00970",2247,"FGF2"
"DB00970",2318,"FLNC"
"DB00970",2335,"FN1"
"DB00970",2353,"FOS"
"DB00970",1647,"GADD45A"
"DB00970",130589,"GALM"
"DB00970",2597,"GAPDH"
"DB00970",2621,"GAS6"
"DB00970",2729,"GCLC"
"DB00970",9518,"GDF15"
"DB00970",2938,"GSTA1"
"DB00970",3014,"H2AX"
"DB00970",1839,"HBEGF"
"DB00970",3082,"HGF"
"DB00970",3091,"HIF1A"
"DB00970",3162,"HMOX1"
"DB00970",9454,"HOMER3"
"DB00970",3265,"HRAS"
"DB00970",3291,"HSD11B2"
"DB00970",3297,"HSF1"
"DB00970",7184,"HSP90B1"
"DB00970",3309,"HSPA5"
"DB00970",3397,"ID1"
"DB00970",8870,"IER3"
"DB00970",51278,"IER5"
"DB00970",3439,"IFNA1"
"DB00970",3456,"IFNB1"
"DB00970",3458,"IFNG"
"DB00970",3589,"IL11"
"DB00970",3553,"IL1B"
"DB00970",3558,"IL2"
"DB00970",9466,"IL27RA"
"DB00970",3569,"IL6"
"DB00970",3659,"IRF1"
"DB00970",3674,"ITGA2B"
"DB00970",3708,"ITPR1"
"DB00970",547,"KIF1A"
"DB00970",3845,"KRAS"
"DB00970",144501,"KRT80"
"DB00970",3918,"LAMC2"
"DB00970",3949,"LDLR"
"DB00970",3958,"LGALS3"
"DB00970",3963,"LGALS7"
"DB00970",4001,"LMNB1"
"DB00970",6416,"MAP2K4"
"DB00970",6885,"MAP3K7"
"DB00970",5594,"MAPK1"
"DB00970",5595,"MAPK3"
"DB00970",4170,"MCL1"
"DB00970",10962,"MLLT11"
"DB00970",4312,"MMP1"
"DB00970",4318,"MMP9"
"DB00970",4330,"MN1"
"DB00970",64975,"MRPL41"
"DB00970",4502,"MT2A"
"DB00970",4609,"MYC"
"DB00970",4638,"MYLK"
"DB00970",89797,"NAV2"
"DB00970",653361,"NCF1"
"DB00970",4739,"NEDD9"
"DB00970",81831,"NETO2"
"DB00970",4780,"NFE2L2"
"DB00970",4790,"NFKB1"
"DB00970",4792,"NFKBIA"
"DB00970",114548,"NLRP3"
"DB00970",8431,"NR0B2"
"DB00970",9971,"NR1H4"
"DB00970",8856,"NR1I2"
"DB00970",4913,"NTHL1"
"DB00970",5069,"PAPPA"
"DB00970",142,"PARP1"
"DB00970",5111,"PCNA"
"DB00970",5327,"PLAT"
"DB00970",5328,"PLAU"
"DB00970",5337,"PLD1"
"DB00970",5429,"POLH"
"DB00970",5430,"POLR2A"
"DB00970",10585,"POMT1"
"DB00970",5580,"PRKCD"
"DB00970",10544,"PROCR"
"DB00970",8842,"PROM1"
"DB00970",5743,"PTGS2"
"DB00970",5888,"RAD51"
"DB00970",5966,"REL"
"DB00970",5970,"RELA"
"DB00970",5972,"REN"
"DB00970",54884,"RETSAT"
"DB00970",57674,"RNF213"
"DB00970",6098,"ROS1"
"DB00970",6164,"RPL34"
"DB00970",6198,"RPS6KB1"
"DB00970",6237,"RRAS"
"DB00970",6303,"SAT1"
"DB00970",6338,"SCNN1B"
"DB00970",6340,"SCNN1G"
"DB00970",83667,"SESN2"
"DB00970",2810,"SFN"
"DB00970",6446,"SGK1"
"DB00970",6469,"SHH"
"DB00970",23411,"SIRT1"
"DB00970",64924,"SLC30A5"
"DB00970",6520,"SLC3A2"
"DB00970",23657,"SLC7A11"
"DB00970",8140,"SLC7A5"
"DB00970",6648,"SOD2"
"DB00970",6654,"SOS1"
"DB00970",64321,"SOX17"
"DB00970",132671,"SPATA18"
"DB00970",8878,"SQSTM1"
"DB00970",6772,"STAT1"
"DB00970",50861,"STMN3"
"DB00970",2040,"STOM"
"DB00970",6817,"SULT1A1"
"DB00970",6890,"TAP1"
"DB00970",6898,"TAT"
"DB00970",7040,"TGFB1"
"DB00970",7042,"TGFB2"
"DB00970",7124,"TNF"
"DB00970",7128,"TNFAIP3"
"DB00970",8795,"TNFRSF10B"
"DB00970",8743,"TNFSF10"
"DB00970",8744,"TNFSF9"
"DB00970",7157,"TP53"
"DB00970",9537,"TP53I11"
"DB00970",55503,"TRPV6"
"DB00970",7277,"TUBA4A"
"DB00970",7296,"TXNRD1"
"DB00970",1890,"TYMP"
"DB00970",7299,"TYR"
"DB00970",7412,"VCAM1"
"DB00970",7422,"VEGFA"
"DB00970",7431,"VIM"
"DB00970",81671,"VMP1"
"DB00970",331,"XIAP"
"DB00970",2885,"GRB2"
"DB00970",4921,"DDR2"
"DB00970",7153,"TOP2A"
"DB00970",7155,"TOP2B"
"DB00970",367,"AR"
"DB00970",2099,"ESR1"
"DB00970",6256,"RXRA"
"DB00970",5965,"RECQL"
"DB00970",6097,"RORC"
"DB00970",5467,"PPARD"
"DB00970",328,"APEX1"
"DB00970",7421,"VDR"
"DB00970",7068,"THRB"
"DB00970",10919,"EHMT2"
"DB00970",3064,"HTT"
"DB00970",1565,"CYP2D6"
"DB00970",2908,"NR3C1"
"DB01262",16,"AARS1"
"DB01262",19,"ABCA1"
"DB01262",5243,"ABCB1"
"DB01262",4363,"ABCC1"
"DB01262",1244,"ABCC2"
"DB01262",8714,"ABCC3"
"DB01262",10057,"ABCC5"
"DB01262",9619,"ABCG1"
"DB01262",9429,"ABCG2"
"DB01262",80167,"ABHD18"
"DB01262",51099,"ABHD5"
"DB01262",80325,"ABTB1"
"DB01262",31,"ACACA"
"DB01262",84129,"ACAD11"
"DB01262",37,"ACADVL"
"DB01262",39,"ACAT2"
"DB01262",84680,"ACCS"
"DB01262",55856,"ACOT13"
"DB01262",54,"ACP5"
"DB01262",80221,"ACSF2"
"DB01262",2181,"ACSL3"
"DB01262",59,"ACTA2"
"DB01262",87,"ACTN1"
"DB01262",100,"ADA"
"DB01262",8728,"ADAM19"
"DB01262",80332,"ADAM33"
"DB01262",9510,"ADAMTS1"
"DB01262",90956,"ADCK2"
"DB01262",116,"ADCYAP1"
"DB01262",9289,"ADGRG1"
"DB01262",10149,"ADGRG2"
"DB01262",55256,"ADI1"
"DB01262",133,"ADM"
"DB01262",146,"ADRA1D"
"DB01262",150,"ADRA2A"
"DB01262",154,"ADRB2"
"DB01262",165,"AEBP1"
"DB01262",84632,"AFAP1L2"
"DB01262",3899,"AFF3"
"DB01262",116987,"AGAP1"
"DB01262",10555,"AGPAT2"
"DB01262",375790,"AGRN"
"DB01262",79026,"AHNAK"
"DB01262",113146,"AHNAK2"
"DB01262",196,"AHR"
"DB01262",57491,"AHRR"
"DB01262",51390,"AIG1"
"DB01262",23746,"AIPL1"
"DB01262",204,"AK2"
"DB01262",205,"AK4"
"DB01262",9590,"AKAP12"
"DB01262",9465,"AKAP7"
"DB01262",207,"AKT1"
"DB01262",210,"ALAD"
"DB01262",216,"ALDH1A1"
"DB01262",220,"ALDH1A3"
"DB01262",217,"ALDH2"
"DB01262",4329,"ALDH6A1"
"DB01262",230,"ALDOC"
"DB01262",250,"ALPP"
"DB01262",57679,"ALS2"
"DB01262",60529,"ALX4"
"DB01262",268,"AMH"
"DB01262",269,"AMHR2"
"DB01262",283,"ANG"
"DB01262",285,"ANGPT2"
"DB01262",51129,"ANGPTL4"
"DB01262",348094,"ANKDD1A"
"DB01262",57037,"ANKMY2"
"DB01262",55608,"ANKRD10"
"DB01262",170961,"ANKRD24"
"DB01262",3730,"ANOS1"
"DB01262",290,"ANPEP"
"DB01262",301,"ANXA1"
"DB01262",302,"ANXA2"
"DB01262",307,"ANXA4"
"DB01262",308,"ANXA5"
"DB01262",309,"ANXA6"
"DB01262",10053,"AP1M2"
"DB01262",1174,"AP1S1"
"DB01262",8905,"AP1S2"
"DB01262",10947,"AP3M2"
"DB01262",317,"APAF1"
"DB01262",9546,"APBA3"
"DB01262",324,"APC"
"DB01262",83464,"APH1B"
"DB01262",187,"APLNR"
"DB01262",334,"APLP2"
"DB01262",200316,"APOBEC3F"
"DB01262",341,"APOC1"
"DB01262",347,"APOD"
"DB01262",367,"AR"
"DB01262",374,"AREG"
"DB01262",201176,"ARHGAP27"
"DB01262",9411,"ARHGAP29"
"DB01262",23526,"ARHGAP45"
"DB01262",64333,"ARHGAP9"
"DB01262",9639,"ARHGEF10"
"DB01262",27237,"ARHGEF16"
"DB01262",9181,"ARHGEF2"
"DB01262",9459,"ARHGEF6"
"DB01262",379,"ARL4D"
"DB01262",10550,"ARL6IP5"
"DB01262",408,"ARRB1"
"DB01262",27106,"ARRDC2"
"DB01262",432,"ASGR1"
"DB01262",8623,"ASMTL"
"DB01262",445,"ASS1"
"DB01262",23245,"ASTN2"
"DB01262",467,"ATF3"
"DB01262",22809,"ATF5"
"DB01262",472,"ATM"
"DB01262",286410,"ATP11C"
"DB01262",477,"ATP1A2"
"DB01262",481,"ATP1B1"
"DB01262",482,"ATP1B2"
"DB01262",493,"ATP2B4"
"DB01262",506,"ATP5F1B"
"DB01262",93974,"ATP5IF1"
"DB01262",90423,"ATP6V1E2"
"DB01262",545,"ATR"
"DB01262",4287,"ATXN3"
"DB01262",558,"AXL"
"DB01262",563,"AZGP1"
"DB01262",64343,"AZI2"
"DB01262",113451,"AZIN2"
"DB01262",567,"B2M"
"DB01262",8706,"B3GALNT1"
"DB01262",27087,"B3GAT1"
"DB01262",9532,"BAG2"
"DB01262",9531,"BAG3"
"DB01262",55971,"BAIAP2L1"
"DB01262",578,"BAK1"
"DB01262",581,"BAX"
"DB01262",27113,"BBC3"
"DB01262",583,"BBS2"
"DB01262",27241,"BBS9"
"DB01262",63827,"BCAN"
"DB01262",596,"BCL2"
"DB01262",598,"BCL2L1"
"DB01262",10018,"BCL2L11"
"DB01262",604,"BCL6"
"DB01262",627,"BDNF"
"DB01262",8678,"BECN1"
"DB01262",7439,"BEST1"
"DB01262",633,"BGN"
"DB01262",8553,"BHLHE40"
"DB01262",637,"BID"
"DB01262",638,"BIK"
"DB01262",329,"BIRC2"
"DB01262",330,"BIRC3"
"DB01262",332,"BIRC5"
"DB01262",10904,"BLCAP"
"DB01262",645,"BLVRB"
"DB01262",90427,"BMF"
"DB01262",648,"BMI1"
"DB01262",650,"BMP2"
"DB01262",654,"BMP6"
"DB01262",655,"BMP7"
"DB01262",646,"BNC1"
"DB01262",54796,"BNC2"
"DB01262",664,"BNIP3"
"DB01262",665,"BNIP3L"
"DB01262",79866,"BORA"
"DB01262",672,"BRCA1"
"DB01262",55290,"BRF2"
"DB01262",1620,"BRINP1"
"DB01262",8927,"BSN"
"DB01262",684,"BST2"
"DB01262",10950,"BTG3"
"DB01262",699,"BUB1"
"DB01262",701,"BUB1B"
"DB01262",114049,"BUD23"
"DB01262",124944,"C17orf49"
"DB01262",388722,"C1orf53"
"DB01262",114904,"C1QTNF6"
"DB01262",51279,"C1RL"
"DB01262",716,"C1S"
"DB01262",375341,"C3orf62"
"DB01262",727,"C5"
"DB01262",135398,"C6orf141"
"DB01262",771,"CA12"
"DB01262",762,"CA4"
"DB01262",91768,"CABLES1"
"DB01262",784,"CACNB3"
"DB01262",23705,"CADM1"
"DB01262",285782,"CAGE1"
"DB01262",55450,"CAMK2N1"
"DB01262",819,"CAMLG"
"DB01262",23261,"CAMTA1"
"DB01262",23125,"CAMTA2"
"DB01262",23066,"CAND2"
"DB01262",11131,"CAPN11"
"DB01262",824,"CAPN2"
"DB01262",825,"CAPN3"
"DB01262",726,"CAPN5"
"DB01262",23589,"CARHSP1"
"DB01262",836,"CASP3"
"DB01262",839,"CASP6"
"DB01262",840,"CASP7"
"DB01262",841,"CASP8"
"DB01262",842,"CASP9"
"DB01262",652968,"CASTOR1"
"DB01262",54897,"CASZ1"
"DB01262",857,"CAV1"
"DB01262",84869,"CBR4"
"DB01262",64753,"CCDC136"
"DB01262",154467,"CCDC167"
"DB01262",343099,"CCDC18"
"DB01262",79140,"CCDC28B"
"DB01262",885,"CCK"
"DB01262",6364,"CCL20"
"DB01262",1490,"CCN2"
"DB01262",8900,"CCNA1"
"DB01262",891,"CCNB1"
"DB01262",57820,"CCNB1IP1"
"DB01262",595,"CCND1"
"DB01262",23582,"CCNDBP1"
"DB01262",899,"CCNF"
"DB01262",10309,"CCNO"
"DB01262",729230,"CCR2"
"DB01262",1233,"CCR4"
"DB01262",1236,"CCR7"
"DB01262",929,"CD14"
"DB01262",100133941,"CD24"
"DB01262",920,"CD4"
"DB01262",958,"CD40"
"DB01262",960,"CD44"
"DB01262",1043,"CD52"
"DB01262",969,"CD69"
"DB01262",970,"CD70"
"DB01262",941,"CD80"
"DB01262",942,"CD86"
"DB01262",928,"CD9"
"DB01262",978,"CDA"
"DB01262",995,"CDC25C"
"DB01262",148170,"CDC42EP5"
"DB01262",157313,"CDCA2"
"DB01262",83461,"CDCA3"
"DB01262",999,"CDH1"
"DB01262",1009,"CDH11"
"DB01262",1012,"CDH13"
"DB01262",1000,"CDH2"
"DB01262",1001,"CDH3"
"DB01262",1006,"CDH8"
"DB01262",983,"CDK1"
"DB01262",1026,"CDKN1A"
"DB01262",1027,"CDKN1B"
"DB01262",1028,"CDKN1C"
"DB01262",1029,"CDKN2A"
"DB01262",1030,"CDKN2B"
"DB01262",1032,"CDKN2D"
"DB01262",1033,"CDKN3"
"DB01262",1044,"CDX1"
"DB01262",1045,"CDX2"
"DB01262",634,"CEACAM1"
"DB01262",4680,"CEACAM6"
"DB01262",1050,"CEBPA"
"DB01262",1051,"CEBPB"
"DB01262",1052,"CEBPD"
"DB01262",338657,"CENATAC"
"DB01262",1063,"CENPF"
"DB01262",79682,"CENPU"
"DB01262",9702,"CEP57"
"DB01262",1066,"CES1"
"DB01262",1070,"CETN3"
"DB01262",144406,"CFAP251"
"DB01262",1675,"CFD"
"DB01262",10428,"CFDP1"
"DB01262",8837,"CFLAR"
"DB01262",54927,"CHCHD3"
"DB01262",1107,"CHD3"
"DB01262",84181,"CHD6"
"DB01262",57680,"CHD8"
"DB01262",1111,"CHEK1"
"DB01262",55743,"CHFR"
"DB01262",11261,"CHP1"
"DB01262",54108,"CHRAC1"
"DB01262",1149,"CIDEA"
"DB01262",4261,"CIITA"
"DB01262",4435,"CITED1"
"DB01262",1163,"CKS1B"
"DB01262",23529,"CLCF1"
"DB01262",9071,"CLDN10"
"DB01262",9075,"CLDN2"
"DB01262",137075,"CLDN23"
"DB01262",1365,"CLDN3"
"DB01262",1366,"CLDN7"
"DB01262",9976,"CLEC2B"
"DB01262",1192,"CLIC1"
"DB01262",54102,"CLIC6"
"DB01262",25999,"CLIP3"
"DB01262",1213,"CLTC"
"DB01262",1191,"CLU"
"DB01262",134147,"CMBL"
"DB01262",2825,"CMKLR2"
"DB01262",1264,"CNN1"
"DB01262",1268,"CNR1"
"DB01262",1269,"CNR2"
"DB01262",1271,"CNTFR"
"DB01262",6900,"CNTN2"
"DB01262",8506,"CNTNAP1"
"DB01262",11064,"CNTRL"
"DB01262",55744,"COA1"
"DB01262",1301,"COL11A1"
"DB01262",1305,"COL13A1"
"DB01262",7373,"COL14A1"
"DB01262",1308,"COL17A1"
"DB01262",1277,"COL1A1"
"DB01262",1278,"COL1A2"
"DB01262",1288,"COL4A6"
"DB01262",1290,"COL5A2"
"DB01262",1296,"COL8A2"
"DB01262",51397,"COMMD10"
"DB01262",23412,"COMMD3"
"DB01262",1312,"COMT"
"DB01262",1329,"COX5B"
"DB01262",64506,"CPEB1"
"DB01262",79363,"CPLANE2"
"DB01262",8904,"CPNE1"
"DB01262",1381,"CRABP1"
"DB01262",1382,"CRABP2"
"DB01262",90993,"CREB3L1"
"DB01262",9586,"CREB5"
"DB01262",153222,"CREBRF"
"DB01262",78987,"CRELD1"
"DB01262",9696,"CROCC"
"DB01262",1434,"CSE1L"
"DB01262",1436,"CSF1R"
"DB01262",1439,"CSF2RB"
"DB01262",1457,"CSNK2A1"
"DB01262",1459,"CSNK2A2"
"DB01262",1464,"CSPG4"
"DB01262",1471,"CST3"
"DB01262",1474,"CST6"
"DB01262",8530,"CST7"
"DB01262",1485,"CTAG1B"
"DB01262",30848,"CTAG2"
"DB01262",10664,"CTCF"
"DB01262",140690,"CTCFL"
"DB01262",115908,"CTHRC1"
"DB01262",1495,"CTNNA1"
"DB01262",1499,"CTNNB1"
"DB01262",1512,"CTSH"
"DB01262",1514,"CTSL"
"DB01262",1515,"CTSV"
"DB01262",1522,"CTSZ"
"DB01262",1525,"CXADR"
"DB01262",3627,"CXCL10"
"DB01262",6387,"CXCL12"
"DB01262",9547,"CXCL14"
"DB01262",6374,"CXCL5"
"DB01262",3576,"CXCL8"
"DB01262",4283,"CXCL9"
"DB01262",7852,"CXCR4"
"DB01262",51700,"CYB5R2"
"DB01262",54205,"CYCS"
"DB01262",114757,"CYGB"
"DB01262",1588,"CYP19A1"
"DB01262",1543,"CYP1A1"
"DB01262",1544,"CYP1A2"
"DB01262",1545,"CYP1B1"
"DB01262",57404,"CYP20A1"
"DB01262",56603,"CYP26B1"
"DB01262",1577,"CYP3A5"
"DB01262",126410,"CYP4F22"
"DB01262",84418,"CYSTM1"
"DB01262",112597,"CYTOR"
"DB01262",51339,"DACT1"
"DB01262",168002,"DACT2"
"DB01262",147906,"DACT3"
"DB01262",1612,"DAPK1"
"DB01262",23604,"DAPK2"
"DB01262",1613,"DAPK3"
"DB01262",1618,"DAZL"
"DB01262",55861,"DBNDD2"
"DB01262",131566,"DCBLD2"
"DB01262",1630,"DCC"
"DB01262",8642,"DCHS1"
"DB01262",9201,"DCLK1"
"DB01262",51181,"DCXR"
"DB01262",1643,"DDB2"
"DB01262",1649,"DDIT3"
"DB01262",1650,"DDOST"
"DB01262",9416,"DDX23"
"DB01262",29118,"DDX25"
"DB01262",55794,"DDX28"
"DB01262",55510,"DDX43"
"DB01262",9879,"DDX46"
"DB01262",79009,"DDX50"
"DB01262",54849,"DEF8"
"DB01262",55789,"DEPDC1B"
"DB01262",11067,"DEPP1"
"DB01262",55070,"DET1"
"DB01262",1676,"DFFA"
"DB01262",1677,"DFFB"
"DB01262",1718,"DHCR24"
"DB01262",1730,"DIAPH2"
"DB01262",1735,"DIO3"
"DB01262",22982,"DIP2C"
"DB01262",27185,"DISC1"
"DB01262",22943,"DKK1"
"DB01262",27123,"DKK2"
"DB01262",27122,"DKK3"
"DB01262",1737,"DLAT"
"DB01262",10395,"DLC1"
"DB01262",1742,"DLG4"
"DB01262",9787,"DLGAP5"
"DB01262",8788,"DLK1"
"DB01262",28514,"DLL1"
"DB01262",10683,"DLL3"
"DB01262",1746,"DLX2"
"DB01262",63948,"DMRTB1"
"DB01262",55466,"DNAJA4"
"DB01262",3300,"DNAJB2"
"DB01262",414061,"DNAJB3"
"DB01262",56521,"DNAJC12"
"DB01262",29103,"DNAJC15"
"DB01262",51277,"DNAJC27"
"DB01262",1777,"DNASE2"
"DB01262",1786,"DNMT1"
"DB01262",1788,"DNMT3A"
"DB01262",1789,"DNMT3B"
"DB01262",1796,"DOK1"
"DB01262",55715,"DOK4"
"DB01262",1798,"DPAGT1"
"DB01262",1803,"DPP4"
"DB01262",1806,"DPYD"
"DB01262",55332,"DRAM1"
"DB01262",1825,"DSC3"
"DB01262",1832,"DSP"
"DB01262",1834,"DSPP"
"DB01262",11221,"DUSP10"
"DB01262",51207,"DUSP13"
"DB01262",56940,"DUSP22"
"DB01262",1845,"DUSP3"
"DB01262",1847,"DUSP5"
"DB01262",1848,"DUSP6"
"DB01262",1855,"DVL1"
"DB01262",51626,"DYNC2LI1"
"DB01262",8655,"DYNLL1"
"DB01262",200132,"DYNLT5"
"DB01262",1876,"E2F6"
"DB01262",10148,"EBI3"
"DB01262",55268,"ECHDC2"
"DB01262",1917,"EEF1A2"
"DB01262",2202,"EFEMP1"
"DB01262",30008,"EFEMP2"
"DB01262",80303,"EFHD1"
"DB01262",1942,"EFNA1"
"DB01262",1949,"EFNB3"
"DB01262",22979,"EFR3B"
"DB01262",51162,"EGFL7"
"DB01262",1956,"EGFR"
"DB01262",1958,"EGR1"
"DB01262",30845,"EHD3"
"DB01262",10919,"EHMT2"
"DB01262",5610,"EIF2AK2"
"DB01262",1981,"EIF4G1"
"DB01262",1994,"ELAVL1"
"DB01262",1995,"ELAVL3"
"DB01262",1999,"ELF3"
"DB01262",2000,"ELF4"
"DB01262",54898,"ELOVL2"
"DB01262",10328,"EMC8"
"DB01262",10436,"EMG1"
"DB01262",256364,"EML3"
"DB01262",2014,"EMP3"
"DB01262",2019,"EN1"
"DB01262",8507,"ENC1"
"DB01262",2022,"ENG"
"DB01262",2023,"ENO1"
"DB01262",2026,"ENO2"
"DB01262",2027,"ENO3"
"DB01262",55068,"ENOX1"
"DB01262",2029,"ENSA"
"DB01262",2033,"EP300"
"DB01262",2035,"EPB41"
"DB01262",23136,"EPB41L3"
"DB01262",4072,"EPCAM"
"DB01262",2041,"EPHA1"
"DB01262",1969,"EPHA2"
"DB01262",2052,"EPHX1"
"DB01262",2056,"EPO"
"DB01262",23085,"ERC1"
"DB01262",2067,"ERCC1"
"DB01262",2074,"ERCC6"
"DB01262",2078,"ERG"
"DB01262",79956,"ERMP1"
"DB01262",54206,"ERRFI1"
"DB01262",64006,"ERVK-6"
"DB01262",2099,"ESR1"
"DB01262",2100,"ESR2"
"DB01262",2101,"ESRRA"
"DB01262",2113,"ETS1"
"DB01262",56915,"EXOSC5"
"DB01262",2161,"F12"
"DB01262",2149,"F2R"
"DB01262",2150,"F2RL1"
"DB01262",2170,"FABP3"
"DB01262",2171,"FABP5"
"DB01262",3992,"FADS1"
"DB01262",11170,"FAM107A"
"DB01262",63901,"FAM111A"
"DB01262",84498,"FAM120B"
"DB01262",131408,"FAM131A"
"DB01262",83648,"FAM167A"
"DB01262",163933,"FAM43B"
"DB01262",84985,"FAM83A"
"DB01262",51439,"FAM8A1"
"DB01262",2176,"FANCC"
"DB01262",10667,"FARS2"
"DB01262",355,"FAS"
"DB01262",89885,"FATE1"
"DB01262",2199,"FBLN2"
"DB01262",2203,"FBP1"
"DB01262",8789,"FBP2"
"DB01262",84961,"FBXL20"
"DB01262",26263,"FBXO22"
"DB01262",150726,"FBXO41"
"DB01262",2207,"FCER1G"
"DB01262",2208,"FCER2"
"DB01262",8857,"FCGBP"
"DB01262",2214,"FCGR3A"
"DB01262",2222,"FDFT1"
"DB01262",55612,"FERMT1"
"DB01262",152273,"FGD5"
"DB01262",2260,"FGFR1"
"DB01262",2272,"FHIT"
"DB01262",2273,"FHL1"
"DB01262",2274,"FHL2"
"DB01262",27145,"FILIP1"
"DB01262",2281,"FKBP1B"
"DB01262",252995,"FNDC5"
"DB01262",96459,"FNIP1"
"DB01262",2353,"FOS"
"DB01262",8061,"FOSL1"
"DB01262",2355,"FOSL2"
"DB01262",3169,"FOXA1"
"DB01262",2296,"FOXC1"
"DB01262",399823,"FOXI2"
"DB01262",221937,"FOXK1"
"DB01262",2308,"FOXO1"
"DB01262",4303,"FOXO4"
"DB01262",50943,"FOXP3"
"DB01262",2356,"FPGS"
"DB01262",2357,"FPR1"
"DB01262",83786,"FRMD8"
"DB01262",6624,"FSCN1"
"DB01262",79187,"FSD1"
"DB01262",10468,"FST"
"DB01262",11167,"FSTL1"
"DB01262",2495,"FTH1"
"DB01262",2517,"FUCA1"
"DB01262",53827,"FXYD5"
"DB01262",53826,"FXYD6"
"DB01262",2534,"FYN"
"DB01262",8324,"FZD7"
