"drug1","drug2","skin","blood","lymphoma","prostate","brain","pancreas","colorectal","stomach","thyroid","breast","ovary","lung","kidney","liver","uterus","bladder"
"DB00619","DB01248",0.0324140782898514,0.0403558534440098,0.0337580610862671,0.100707998516788,0.0580420564596065,0.0782833542724737,0.0426836718535322,0.0809065960639939,0.0712632842930232,0.0624292897249559,0.0656465637860064,0.0412626781414944,0.0644867324340226,0.146808448348825,0.0845406863411104,0.110626884867753
"DB00619","DB00773",0.0275779180838069,0.0307539793186629,0.0295221417608371,0.0953804784843726,0.0481630959648198,0.0714241491419396,0.0359235325620217,0.0782008132687004,0.0598425497827781,0.0541729171685466,0.057542577044122,0.0368867495715777,0.0537675289508901,0.136083684534551,0.0786282953392088,0.107685824529489
"DB00635","DB01008",0.0496115085142064,0.0522410092976819,0.0551419093806245,0.0985680970107807,0.0794831593318519,0.0968549540340515,0.0553685131647621,0.114904607948842,0.0932916624561801,0.0739627969344232,0.0770909691297619,0.0596643697419375,0.0797732382456315,0.162667645160583,0.102904634639579,0.134147811200799
"DB00727","DB00877",0.0446482987148888,0.055213455703091,0.0498348255826846,0.110581333913595,0.0793530192668457,0.0898215366125852,0.0555930321538887,0.0968486090713452,0.0873405576909609,0.0859538769696966,0.0896943432239028,0.0568943455207602,0.0823572347375021,0.145500080175033,0.101071641509775,0.135863082511715
"DB00762","DB01229",0.0290923300218142,0.039026124142417,0.0397417483664568,0.09213693476514,0.0515667213843576,0.0624681154984186,0.0351961186894485,0.0858641975308641,0.0714814814814815,0.0537430320440475,0.0531596459449393,0.0456214642651858,0.0561731733536313,0.143641975308642,0.0853909465020577,0.111836145810505
"DB00762","DB00773",0.0278501453124531,0.031555291940081,0.0370501062263298,0.0863508870306073,0.0445639176962269,0.0558373737373736,0.0292303067053841,0.0864916437098253,0.0583047750229568,0.0466263704789012,0.0537393023986914,0.0434264068007479,0.0493297871780394,0.131915886134068,0.0778870795497058,0.107221426747301
"DB00763","DB00795",0.0467193935522567,0.0448280414052822,0.0346425742788763,0.0975955995248718,0.072247624150261,0.0930724679038379,0.0505104328091135,0.103967811558352,0.0835389616558182,0.07291706090003,0.0844829879063598,0.0549810305004459,0.0753572231820774,0.153009397003447,0.100985716402768,0.139747577101951
"DB00773","DB01229",0.0205263885338676,0.0267451358720634,0.0264742623171526,0.0876922925386794,0.0440684661042843,0.066078675645342,0.0304110417039485,0.0790225079073561,0.058119589837772,0.0458141547544046,0.0508520065006428,0.0323475418661616,0.0489709011602386,0.136668972553821,0.0748006597966193,0.104396165588706
"DB00773","DB01204",0.0230506985704684,0.0205796580648387,0.0266118102949759,0.0836752686732516,0.0402943289266289,0.0600090747273372,0.026291133707554,0.0835797731350851,0.0414987744691815,0.0369446665156585,0.0524288384649199,0.0334135631041956,0.0477801124981851,0.12458053547547,0.0662272471766896,0.0984742070353246
"DB00773","DB06589",0.0325616597206679,0.0429944642938729,0.0348094426408128,0.107084081542915,0.0630358168850387,0.0833832115292668,0.0448859325566138,0.0801191661164611,0.0732109934810163,0.0625754336520539,0.06900609137128,0.0391528012384132,0.0701330842445937,0.140979588522338,0.0897173363711972,0.112781915177812
"DB00773","DB01254",0.0287486891695001,0.0385469359412343,0.0332179237648063,0.106735315698447,0.0530290281925405,0.071516580334219,0.038409343033915,0.073080110695797,0.0652530481237681,0.0598777755707638,0.0655022900841891,0.035838217916184,0.065488169014088,0.132478998906765,0.083598506184364,0.107402792259057
"DB00773","DB05294",0.0293728776293496,0.0379396794739402,0.0323337016002645,0.110768406899291,0.053743600704719,0.0775174678016211,0.040008011981244,0.072003092559036,0.065961126506761,0.0634837528905403,0.065566754647377,0.0362865075793151,0.0681950813614358,0.132455971867585,0.0838942646850307,0.105416371939802
"DB00773","DB08916",0.0291269318696137,0.0381352423879562,0.0297992762482273,0.0971123477920681,0.0572699251390767,0.0857157024793387,0.0390553008327037,0.0746229568411385,0.0741886134067953,0.0581362056729469,0.0656079892673782,0.0379726151529265,0.0567587277465149,0.13903709825528,0.0910745094038024,0.112505032030906
"DB00853","DB01229",0.0277191311841607,0.0288537202175745,0.0301155348300046,0.0945539292399122,0.0462072865375993,0.0697155452178824,0.0347522844634447,0.0879855364684019,0.0543815244377712,0.0507259621262841,0.0582813958676096,0.0391919090402144,0.0546826033028072,0.143313123327122,0.0797171380181578,0.103911230862047
"DB00853","DB01042",0.0280828377096556,0.0215209733849364,0.0256843168148675,0.088675999022249,0.0436334324514294,0.0649074968840546,0.0275532813319554,0.0926961241066984,0.0417758617171813,0.0430833152571233,0.0609116022994931,0.0375936018760374,0.0471167852763799,0.129548258769036,0.0739482539366723,0.100977546321188
"DB00853","DB00987",0.0295357680604145,0.0239267162036843,0.0297715807848327,0.0948614178798617,0.0450861948697756,0.0664528897436463,0.0303025665748899,0.092096923666136,0.0406692373567359,0.0468355515076582,0.0640185313273947,0.0406990176882676,0.0516138527775671,0.131189622787378,0.0762963816733857,0.0991785308478186
"DB00928","DB01042",0.0217582977633222,0.0197268860591908,0.0217439096704135,0.0832834594576459,0.0416400328310675,0.0638245487147866,0.0247195856312599,0.0883330618131515,0.0478325081032953,0.0397625883017514,0.055971580121684,0.0316205713901077,0.0429322617238712,0.123270308029467,0.0689535313044221,0.0982162934691917
"DB00928","DB01229",0.0213945912378273,0.0270596328918289,0.0261751276855506,0.0891613896753092,0.0442138869172375,0.0686325970486144,0.0319185887627491,0.083622474174855,0.0604381708238853,0.0474052351709122,0.0533413736898005,0.0332188785542846,0.0504980797502985,0.137035172587554,0.0747224153859076,0.101149978010051
"DB00928","DB01248",0.0249885667345107,0.0291906748148398,0.0277194048708536,0.0887028619731918,0.0470900437238935,0.0688610604181035,0.0327129160701951,0.0869557031491097,0.0586821988756057,0.0485449461621752,0.062025016885437,0.0353997496597636,0.0543738970578391,0.136033847227254,0.0731309394354573,0.0994763192851105
"DB00951","DB01222",0.0599327787812369,0.0651163221201749,0.0611582435211746,0.105576070399945,0.087691768014144,0.10510758783356,0.067191616227968,0.133759991952115,0.109112237814999,0.0954666643816022,0.112155290387797,0.0782143876985864,0.0914302117501786,0.173816729540768,0.122425432806681,0.165099340365113
"DB00970","DB00997",0.0282758296897745,0.0233694845515948,0.0248292302691129,0.0853633824772162,0.0405208909754717,0.0641860628951767,0.0309361452959176,0.0897440244379866,0.0471040359646646,0.0442844797027029,0.0610297815869936,0.0368096199669552,0.0526784736904906,0.131963213323842,0.0738659199024747,0.0996813162663039
"DB00970","DB00987",0.0262885316263477,0.0243954601005743,0.0245073028682936,0.0874720231201889,0.045295166753571,0.0655448960511185,0.029601105796587,0.0859208007779808,0.0505045339066192,0.0439589810745444,0.0603248728025736,0.0354724438364009,0.0527612380738693,0.126568629089885,0.0743934583328687,0.100190162320492
"DB00987","DB01248",0.0271791856161658,0.0314200059835201,0.0303662275974106,0.093327301211044,0.0528263349312472,0.0696752253016399,0.0327214631069042,0.0858396779003836,0.0558280372669817,0.050180116692188,0.0646931287023123,0.0382305790841315,0.0566213541181311,0.135270235828351,0.0772922944537489,0.102604525912741
"DB00987","DB01042",0.0239489166449773,0.0219562172278711,0.0243907323969705,0.0879078986954982,0.0473763240384213,0.0646387135983231,0.0247281326679689,0.0872170365644254,0.0449783464946714,0.0413977588317642,0.0586396919385592,0.0344514008144756,0.0451797187841632,0.122506696630565,0.0731148863227136,0.101344500096822
"DB00993","DB01097",0.0292711330498865,0.0220132185344142,0.0289242024579686,0.0874978100185164,0.0400755500810868,0.0639467202138955,0.0301132393869494,0.0952128434552344,0.0377331957217235,0.0447741248263032,0.0630963797791946,0.0401430480162779,0.0519979972593902,0.13676936844443,0.0743241115964264,0.0999550081099478
"DB01041","DB01097",0.026880639243873,0.0261830071591553,0.0252838835513727,0.0834048668887242,0.0460988381296041,0.0670778534143033,0.0274705076219299,0.0885485683068603,0.0528773265795133,0.0464605531693312,0.0597499198560518,0.037224746951326,0.0519757570214225,0.123702234467127,0.0730358045084347,0.106162776661104
"DB01042","DB08865",0.0346362011586381,0.0409254490599931,0.0314498077405971,0.109792042022822,0.0641108212066275,0.0817937860098479,0.0435901502811369,0.0857186050245187,0.068485450582062,0.0612014699875099,0.0701671985624814,0.0409937405741756,0.0684788635149018,0.141730332315316,0.0909244767678581,0.111380271920533
"DB01042","DB01229",0.0221322797687236,0.0268832212417613,0.0247346864421425,0.0876004100555487,0.048497415706245,0.0679013690725592,0.0291778505565237,0.0831056493666913,0.0586906335757067,0.0452881694503902,0.0529025564787742,0.0329442921664225,0.0482484693094032,0.134630197170309,0.0765356426674857,0.106077200111051
"DB01042","DB06589",0.0341675509555239,0.0431325496635708,0.0330698667658027,0.106992199059785,0.0674647664869994,0.0852059049564839,0.043652741409189,0.0842023075757963,0.073782037218951,0.0620494483480394,0.0710566413494114,0.0397495515386741,0.0694106523937583,0.138940813138826,0.0914523192420635,0.114462949700156
"DB01204","DB01229",0.0242928832798295,0.0280504902671748,0.029303452435103,0.0894613164077842,0.0472971326147595,0.0666398164883821,0.0322569456916184,0.0829523269561239,0.0546754809277061,0.0440613280808049,0.0518491820111677,0.0356086205686335,0.054623498673777,0.136306624650045,0.0737311141290415,0.103088926098529
"DB01262","DB05294",0.0319109835287941,0.0377027043389075,0.0317325426055604,0.112582745654199,0.0536275554116397,0.077856049552157,0.0403592138294375,0.0749413952749542,0.0631840574510354,0.0638739142309586,0.0679854491494012,0.0384158846580456,0.0694246778322645,0.131507742202247,0.0852823643149896,0.102953826968823
